,opt_list,act1_list,loss_list,filters_list,kernel_list,pool_list,ndense_list,roll_list,lb_list
38,rmsprop,relu,binary_crossentropy,8,3,2,32,15,100
39,rmsprop,relu,binary_crossentropy,8,3,2,32,30,20
40,rmsprop,relu,binary_crossentropy,8,3,2,32,30,50
41,rmsprop,relu,binary_crossentropy,8,3,2,32,30,100
42,rmsprop,relu,binary_crossentropy,8,3,2,32,50,20
43,rmsprop,relu,binary_crossentropy,8,3,2,32,50,50
44,rmsprop,relu,binary_crossentropy,8,3,2,32,50,100
45,rmsprop,relu,binary_crossentropy,8,3,2,32,100,20
46,rmsprop,relu,binary_crossentropy,8,3,2,32,100,50
47,rmsprop,relu,binary_crossentropy,8,3,2,32,100,100
48,rmsprop,relu,binary_crossentropy,8,3,2,32,200,20
49,rmsprop,relu,binary_crossentropy,8,3,2,32,200,50
50,rmsprop,relu,binary_crossentropy,8,3,2,32,200,100
51,rmsprop,relu,binary_crossentropy,8,3,2,32,500,20
52,rmsprop,relu,binary_crossentropy,8,3,2,32,500,50
53,rmsprop,relu,binary_crossentropy,8,3,2,32,500,100
54,rmsprop,relu,binary_crossentropy,8,3,2,64,15,20
55,rmsprop,relu,binary_crossentropy,8,3,2,64,15,50
56,rmsprop,relu,binary_crossentropy,8,3,2,64,15,100
57,rmsprop,relu,binary_crossentropy,8,3,2,64,30,20
58,rmsprop,relu,binary_crossentropy,8,3,2,64,30,50
59,rmsprop,relu,binary_crossentropy,8,3,2,64,30,100
60,rmsprop,relu,binary_crossentropy,8,3,2,64,50,20
61,rmsprop,relu,binary_crossentropy,8,3,2,64,50,50
62,rmsprop,relu,binary_crossentropy,8,3,2,64,50,100
63,rmsprop,relu,binary_crossentropy,8,3,2,64,100,20
64,rmsprop,relu,binary_crossentropy,8,3,2,64,100,50
65,rmsprop,relu,binary_crossentropy,8,3,2,64,100,100
66,rmsprop,relu,binary_crossentropy,8,3,2,64,200,20
67,rmsprop,relu,binary_crossentropy,8,3,2,64,200,50
68,rmsprop,relu,binary_crossentropy,8,3,2,64,200,100
69,rmsprop,relu,binary_crossentropy,8,3,2,64,500,20
70,rmsprop,relu,binary_crossentropy,8,3,2,64,500,50
71,rmsprop,relu,binary_crossentropy,8,3,2,64,500,100
72,rmsprop,relu,binary_crossentropy,8,3,2,256,15,20
73,rmsprop,relu,binary_crossentropy,8,3,2,256,15,50
74,rmsprop,relu,binary_crossentropy,8,3,2,256,15,100
75,rmsprop,relu,binary_crossentropy,8,3,2,256,30,20
76,rmsprop,relu,binary_crossentropy,8,3,2,256,30,50
77,rmsprop,relu,binary_crossentropy,8,3,2,256,30,100
78,rmsprop,relu,binary_crossentropy,8,3,2,256,50,20
79,rmsprop,relu,binary_crossentropy,8,3,2,256,50,50
80,rmsprop,relu,binary_crossentropy,8,3,2,256,50,100
81,rmsprop,relu,binary_crossentropy,8,3,2,256,100,20
82,rmsprop,relu,binary_crossentropy,8,3,2,256,100,50
83,rmsprop,relu,binary_crossentropy,8,3,2,256,100,100
84,rmsprop,relu,binary_crossentropy,8,3,2,256,200,20
85,rmsprop,relu,binary_crossentropy,8,3,2,256,200,50
86,rmsprop,relu,binary_crossentropy,8,3,2,256,200,100
87,rmsprop,relu,binary_crossentropy,8,3,2,256,500,20
88,rmsprop,relu,binary_crossentropy,8,3,2,256,500,50
89,rmsprop,relu,binary_crossentropy,8,3,2,256,500,100
90,rmsprop,relu,binary_crossentropy,8,3,3,8,15,20
91,rmsprop,relu,binary_crossentropy,8,3,3,8,15,50
92,rmsprop,relu,binary_crossentropy,8,3,3,8,15,100
93,rmsprop,relu,binary_crossentropy,8,3,3,8,30,20
94,rmsprop,relu,binary_crossentropy,8,3,3,8,30,50
95,rmsprop,relu,binary_crossentropy,8,3,3,8,30,100
96,rmsprop,relu,binary_crossentropy,8,3,3,8,50,20
97,rmsprop,relu,binary_crossentropy,8,3,3,8,50,50
98,rmsprop,relu,binary_crossentropy,8,3,3,8,50,100
99,rmsprop,relu,binary_crossentropy,8,3,3,8,100,20
100,rmsprop,relu,binary_crossentropy,8,3,3,8,100,50
101,rmsprop,relu,binary_crossentropy,8,3,3,8,100,100
102,rmsprop,relu,binary_crossentropy,8,3,3,8,200,20
103,rmsprop,relu,binary_crossentropy,8,3,3,8,200,50
104,rmsprop,relu,binary_crossentropy,8,3,3,8,200,100
105,rmsprop,relu,binary_crossentropy,8,3,3,8,500,20
106,rmsprop,relu,binary_crossentropy,8,3,3,8,500,50
107,rmsprop,relu,binary_crossentropy,8,3,3,8,500,100
108,rmsprop,relu,binary_crossentropy,8,3,3,16,15,20
109,rmsprop,relu,binary_crossentropy,8,3,3,16,15,50
110,rmsprop,relu,binary_crossentropy,8,3,3,16,15,100
111,rmsprop,relu,binary_crossentropy,8,3,3,16,30,20
112,rmsprop,relu,binary_crossentropy,8,3,3,16,30,50
113,rmsprop,relu,binary_crossentropy,8,3,3,16,30,100
114,rmsprop,relu,binary_crossentropy,8,3,3,16,50,20
115,rmsprop,relu,binary_crossentropy,8,3,3,16,50,50
116,rmsprop,relu,binary_crossentropy,8,3,3,16,50,100
117,rmsprop,relu,binary_crossentropy,8,3,3,16,100,20
118,rmsprop,relu,binary_crossentropy,8,3,3,16,100,50
119,rmsprop,relu,binary_crossentropy,8,3,3,16,100,100
120,rmsprop,relu,binary_crossentropy,8,3,3,16,200,20
121,rmsprop,relu,binary_crossentropy,8,3,3,16,200,50
122,rmsprop,relu,binary_crossentropy,8,3,3,16,200,100
123,rmsprop,relu,binary_crossentropy,8,3,3,16,500,20
124,rmsprop,relu,binary_crossentropy,8,3,3,16,500,50
125,rmsprop,relu,binary_crossentropy,8,3,3,16,500,100
126,rmsprop,relu,binary_crossentropy,8,3,3,32,15,20
127,rmsprop,relu,binary_crossentropy,8,3,3,32,15,50
128,rmsprop,relu,binary_crossentropy,8,3,3,32,15,100
129,rmsprop,relu,binary_crossentropy,8,3,3,32,30,20
130,rmsprop,relu,binary_crossentropy,8,3,3,32,30,50
131,rmsprop,relu,binary_crossentropy,8,3,3,32,30,100
132,rmsprop,relu,binary_crossentropy,8,3,3,32,50,20
133,rmsprop,relu,binary_crossentropy,8,3,3,32,50,50
134,rmsprop,relu,binary_crossentropy,8,3,3,32,50,100
135,rmsprop,relu,binary_crossentropy,8,3,3,32,100,20
136,rmsprop,relu,binary_crossentropy,8,3,3,32,100,50
137,rmsprop,relu,binary_crossentropy,8,3,3,32,100,100
138,rmsprop,relu,binary_crossentropy,8,3,3,32,200,20
139,rmsprop,relu,binary_crossentropy,8,3,3,32,200,50
140,rmsprop,relu,binary_crossentropy,8,3,3,32,200,100
141,rmsprop,relu,binary_crossentropy,8,3,3,32,500,20
142,rmsprop,relu,binary_crossentropy,8,3,3,32,500,50
143,rmsprop,relu,binary_crossentropy,8,3,3,32,500,100
144,rmsprop,relu,binary_crossentropy,8,3,3,64,15,20
145,rmsprop,relu,binary_crossentropy,8,3,3,64,15,50
146,rmsprop,relu,binary_crossentropy,8,3,3,64,15,100
147,rmsprop,relu,binary_crossentropy,8,3,3,64,30,20
148,rmsprop,relu,binary_crossentropy,8,3,3,64,30,50
149,rmsprop,relu,binary_crossentropy,8,3,3,64,30,100
150,rmsprop,relu,binary_crossentropy,8,3,3,64,50,20
151,rmsprop,relu,binary_crossentropy,8,3,3,64,50,50
152,rmsprop,relu,binary_crossentropy,8,3,3,64,50,100
153,rmsprop,relu,binary_crossentropy,8,3,3,64,100,20
154,rmsprop,relu,binary_crossentropy,8,3,3,64,100,50
155,rmsprop,relu,binary_crossentropy,8,3,3,64,100,100
156,rmsprop,relu,binary_crossentropy,8,3,3,64,200,20
157,rmsprop,relu,binary_crossentropy,8,3,3,64,200,50
158,rmsprop,relu,binary_crossentropy,8,3,3,64,200,100
159,rmsprop,relu,binary_crossentropy,8,3,3,64,500,20
160,rmsprop,relu,binary_crossentropy,8,3,3,64,500,50
161,rmsprop,relu,binary_crossentropy,8,3,3,64,500,100
162,rmsprop,relu,binary_crossentropy,8,3,3,256,15,20
163,rmsprop,relu,binary_crossentropy,8,3,3,256,15,50
164,rmsprop,relu,binary_crossentropy,8,3,3,256,15,100
165,rmsprop,relu,binary_crossentropy,8,3,3,256,30,20
166,rmsprop,relu,binary_crossentropy,8,3,3,256,30,50
167,rmsprop,relu,binary_crossentropy,8,3,3,256,30,100
168,rmsprop,relu,binary_crossentropy,8,3,3,256,50,20
169,rmsprop,relu,binary_crossentropy,8,3,3,256,50,50
170,rmsprop,relu,binary_crossentropy,8,3,3,256,50,100
171,rmsprop,relu,binary_crossentropy,8,3,3,256,100,20
172,rmsprop,relu,binary_crossentropy,8,3,3,256,100,50
173,rmsprop,relu,binary_crossentropy,8,3,3,256,100,100
174,rmsprop,relu,binary_crossentropy,8,3,3,256,200,20
175,rmsprop,relu,binary_crossentropy,8,3,3,256,200,50
176,rmsprop,relu,binary_crossentropy,8,3,3,256,200,100
177,rmsprop,relu,binary_crossentropy,8,3,3,256,500,20
178,rmsprop,relu,binary_crossentropy,8,3,3,256,500,50
179,rmsprop,relu,binary_crossentropy,8,3,3,256,500,100
180,rmsprop,relu,binary_crossentropy,8,5,2,8,15,20
181,rmsprop,relu,binary_crossentropy,8,5,2,8,15,50
182,rmsprop,relu,binary_crossentropy,8,5,2,8,15,100
183,rmsprop,relu,binary_crossentropy,8,5,2,8,30,20
184,rmsprop,relu,binary_crossentropy,8,5,2,8,30,50
185,rmsprop,relu,binary_crossentropy,8,5,2,8,30,100
186,rmsprop,relu,binary_crossentropy,8,5,2,8,50,20
187,rmsprop,relu,binary_crossentropy,8,5,2,8,50,50
188,rmsprop,relu,binary_crossentropy,8,5,2,8,50,100
189,rmsprop,relu,binary_crossentropy,8,5,2,8,100,20
190,rmsprop,relu,binary_crossentropy,8,5,2,8,100,50
191,rmsprop,relu,binary_crossentropy,8,5,2,8,100,100
192,rmsprop,relu,binary_crossentropy,8,5,2,8,200,20
193,rmsprop,relu,binary_crossentropy,8,5,2,8,200,50
194,rmsprop,relu,binary_crossentropy,8,5,2,8,200,100
195,rmsprop,relu,binary_crossentropy,8,5,2,8,500,20
196,rmsprop,relu,binary_crossentropy,8,5,2,8,500,50
197,rmsprop,relu,binary_crossentropy,8,5,2,8,500,100
198,rmsprop,relu,binary_crossentropy,8,5,2,16,15,20
199,rmsprop,relu,binary_crossentropy,8,5,2,16,15,50
200,rmsprop,relu,binary_crossentropy,8,5,2,16,15,100
201,rmsprop,relu,binary_crossentropy,8,5,2,16,30,20
202,rmsprop,relu,binary_crossentropy,8,5,2,16,30,50
203,rmsprop,relu,binary_crossentropy,8,5,2,16,30,100
204,rmsprop,relu,binary_crossentropy,8,5,2,16,50,20
205,rmsprop,relu,binary_crossentropy,8,5,2,16,50,50
206,rmsprop,relu,binary_crossentropy,8,5,2,16,50,100
207,rmsprop,relu,binary_crossentropy,8,5,2,16,100,20
208,rmsprop,relu,binary_crossentropy,8,5,2,16,100,50
209,rmsprop,relu,binary_crossentropy,8,5,2,16,100,100
210,rmsprop,relu,binary_crossentropy,8,5,2,16,200,20
211,rmsprop,relu,binary_crossentropy,8,5,2,16,200,50
212,rmsprop,relu,binary_crossentropy,8,5,2,16,200,100
213,rmsprop,relu,binary_crossentropy,8,5,2,16,500,20
214,rmsprop,relu,binary_crossentropy,8,5,2,16,500,50
215,rmsprop,relu,binary_crossentropy,8,5,2,16,500,100
216,rmsprop,relu,binary_crossentropy,8,5,2,32,15,20
217,rmsprop,relu,binary_crossentropy,8,5,2,32,15,50
218,rmsprop,relu,binary_crossentropy,8,5,2,32,15,100
219,rmsprop,relu,binary_crossentropy,8,5,2,32,30,20
220,rmsprop,relu,binary_crossentropy,8,5,2,32,30,50
221,rmsprop,relu,binary_crossentropy,8,5,2,32,30,100
222,rmsprop,relu,binary_crossentropy,8,5,2,32,50,20
223,rmsprop,relu,binary_crossentropy,8,5,2,32,50,50
224,rmsprop,relu,binary_crossentropy,8,5,2,32,50,100
225,rmsprop,relu,binary_crossentropy,8,5,2,32,100,20
226,rmsprop,relu,binary_crossentropy,8,5,2,32,100,50
227,rmsprop,relu,binary_crossentropy,8,5,2,32,100,100
228,rmsprop,relu,binary_crossentropy,8,5,2,32,200,20
229,rmsprop,relu,binary_crossentropy,8,5,2,32,200,50
230,rmsprop,relu,binary_crossentropy,8,5,2,32,200,100
231,rmsprop,relu,binary_crossentropy,8,5,2,32,500,20
232,rmsprop,relu,binary_crossentropy,8,5,2,32,500,50
233,rmsprop,relu,binary_crossentropy,8,5,2,32,500,100
234,rmsprop,relu,binary_crossentropy,8,5,2,64,15,20
235,rmsprop,relu,binary_crossentropy,8,5,2,64,15,50
236,rmsprop,relu,binary_crossentropy,8,5,2,64,15,100
237,rmsprop,relu,binary_crossentropy,8,5,2,64,30,20
238,rmsprop,relu,binary_crossentropy,8,5,2,64,30,50
239,rmsprop,relu,binary_crossentropy,8,5,2,64,30,100
240,rmsprop,relu,binary_crossentropy,8,5,2,64,50,20
241,rmsprop,relu,binary_crossentropy,8,5,2,64,50,50
242,rmsprop,relu,binary_crossentropy,8,5,2,64,50,100
243,rmsprop,relu,binary_crossentropy,8,5,2,64,100,20
244,rmsprop,relu,binary_crossentropy,8,5,2,64,100,50
245,rmsprop,relu,binary_crossentropy,8,5,2,64,100,100
246,rmsprop,relu,binary_crossentropy,8,5,2,64,200,20
247,rmsprop,relu,binary_crossentropy,8,5,2,64,200,50
248,rmsprop,relu,binary_crossentropy,8,5,2,64,200,100
249,rmsprop,relu,binary_crossentropy,8,5,2,64,500,20
250,rmsprop,relu,binary_crossentropy,8,5,2,64,500,50
251,rmsprop,relu,binary_crossentropy,8,5,2,64,500,100
252,rmsprop,relu,binary_crossentropy,8,5,2,256,15,20
253,rmsprop,relu,binary_crossentropy,8,5,2,256,15,50
254,rmsprop,relu,binary_crossentropy,8,5,2,256,15,100
255,rmsprop,relu,binary_crossentropy,8,5,2,256,30,20
256,rmsprop,relu,binary_crossentropy,8,5,2,256,30,50
257,rmsprop,relu,binary_crossentropy,8,5,2,256,30,100
258,rmsprop,relu,binary_crossentropy,8,5,2,256,50,20
259,rmsprop,relu,binary_crossentropy,8,5,2,256,50,50
260,rmsprop,relu,binary_crossentropy,8,5,2,256,50,100
261,rmsprop,relu,binary_crossentropy,8,5,2,256,100,20
262,rmsprop,relu,binary_crossentropy,8,5,2,256,100,50
263,rmsprop,relu,binary_crossentropy,8,5,2,256,100,100
264,rmsprop,relu,binary_crossentropy,8,5,2,256,200,20
265,rmsprop,relu,binary_crossentropy,8,5,2,256,200,50
266,rmsprop,relu,binary_crossentropy,8,5,2,256,200,100
267,rmsprop,relu,binary_crossentropy,8,5,2,256,500,20
268,rmsprop,relu,binary_crossentropy,8,5,2,256,500,50
269,rmsprop,relu,binary_crossentropy,8,5,2,256,500,100
270,rmsprop,relu,binary_crossentropy,8,5,3,8,15,20
271,rmsprop,relu,binary_crossentropy,8,5,3,8,15,50
272,rmsprop,relu,binary_crossentropy,8,5,3,8,15,100
273,rmsprop,relu,binary_crossentropy,8,5,3,8,30,20
274,rmsprop,relu,binary_crossentropy,8,5,3,8,30,50
275,rmsprop,relu,binary_crossentropy,8,5,3,8,30,100
276,rmsprop,relu,binary_crossentropy,8,5,3,8,50,20
277,rmsprop,relu,binary_crossentropy,8,5,3,8,50,50
278,rmsprop,relu,binary_crossentropy,8,5,3,8,50,100
279,rmsprop,relu,binary_crossentropy,8,5,3,8,100,20
280,rmsprop,relu,binary_crossentropy,8,5,3,8,100,50
281,rmsprop,relu,binary_crossentropy,8,5,3,8,100,100
282,rmsprop,relu,binary_crossentropy,8,5,3,8,200,20
283,rmsprop,relu,binary_crossentropy,8,5,3,8,200,50
284,rmsprop,relu,binary_crossentropy,8,5,3,8,200,100
285,rmsprop,relu,binary_crossentropy,8,5,3,8,500,20
286,rmsprop,relu,binary_crossentropy,8,5,3,8,500,50
287,rmsprop,relu,binary_crossentropy,8,5,3,8,500,100
288,rmsprop,relu,binary_crossentropy,8,5,3,16,15,20
289,rmsprop,relu,binary_crossentropy,8,5,3,16,15,50
290,rmsprop,relu,binary_crossentropy,8,5,3,16,15,100
291,rmsprop,relu,binary_crossentropy,8,5,3,16,30,20
292,rmsprop,relu,binary_crossentropy,8,5,3,16,30,50
293,rmsprop,relu,binary_crossentropy,8,5,3,16,30,100
294,rmsprop,relu,binary_crossentropy,8,5,3,16,50,20
295,rmsprop,relu,binary_crossentropy,8,5,3,16,50,50
296,rmsprop,relu,binary_crossentropy,8,5,3,16,50,100
297,rmsprop,relu,binary_crossentropy,8,5,3,16,100,20
298,rmsprop,relu,binary_crossentropy,8,5,3,16,100,50
299,rmsprop,relu,binary_crossentropy,8,5,3,16,100,100
300,rmsprop,relu,binary_crossentropy,8,5,3,16,200,20
301,rmsprop,relu,binary_crossentropy,8,5,3,16,200,50
302,rmsprop,relu,binary_crossentropy,8,5,3,16,200,100
303,rmsprop,relu,binary_crossentropy,8,5,3,16,500,20
304,rmsprop,relu,binary_crossentropy,8,5,3,16,500,50
305,rmsprop,relu,binary_crossentropy,8,5,3,16,500,100
306,rmsprop,relu,binary_crossentropy,8,5,3,32,15,20
307,rmsprop,relu,binary_crossentropy,8,5,3,32,15,50
308,rmsprop,relu,binary_crossentropy,8,5,3,32,15,100
309,rmsprop,relu,binary_crossentropy,8,5,3,32,30,20
310,rmsprop,relu,binary_crossentropy,8,5,3,32,30,50
311,rmsprop,relu,binary_crossentropy,8,5,3,32,30,100
312,rmsprop,relu,binary_crossentropy,8,5,3,32,50,20
313,rmsprop,relu,binary_crossentropy,8,5,3,32,50,50
314,rmsprop,relu,binary_crossentropy,8,5,3,32,50,100
315,rmsprop,relu,binary_crossentropy,8,5,3,32,100,20
316,rmsprop,relu,binary_crossentropy,8,5,3,32,100,50
317,rmsprop,relu,binary_crossentropy,8,5,3,32,100,100
318,rmsprop,relu,binary_crossentropy,8,5,3,32,200,20
319,rmsprop,relu,binary_crossentropy,8,5,3,32,200,50
320,rmsprop,relu,binary_crossentropy,8,5,3,32,200,100
321,rmsprop,relu,binary_crossentropy,8,5,3,32,500,20
322,rmsprop,relu,binary_crossentropy,8,5,3,32,500,50
323,rmsprop,relu,binary_crossentropy,8,5,3,32,500,100
324,rmsprop,relu,binary_crossentropy,8,5,3,64,15,20
325,rmsprop,relu,binary_crossentropy,8,5,3,64,15,50
326,rmsprop,relu,binary_crossentropy,8,5,3,64,15,100
327,rmsprop,relu,binary_crossentropy,8,5,3,64,30,20
328,rmsprop,relu,binary_crossentropy,8,5,3,64,30,50
329,rmsprop,relu,binary_crossentropy,8,5,3,64,30,100
330,rmsprop,relu,binary_crossentropy,8,5,3,64,50,20
331,rmsprop,relu,binary_crossentropy,8,5,3,64,50,50
332,rmsprop,relu,binary_crossentropy,8,5,3,64,50,100
333,rmsprop,relu,binary_crossentropy,8,5,3,64,100,20
334,rmsprop,relu,binary_crossentropy,8,5,3,64,100,50
335,rmsprop,relu,binary_crossentropy,8,5,3,64,100,100
336,rmsprop,relu,binary_crossentropy,8,5,3,64,200,20
337,rmsprop,relu,binary_crossentropy,8,5,3,64,200,50
338,rmsprop,relu,binary_crossentropy,8,5,3,64,200,100
339,rmsprop,relu,binary_crossentropy,8,5,3,64,500,20
340,rmsprop,relu,binary_crossentropy,8,5,3,64,500,50
341,rmsprop,relu,binary_crossentropy,8,5,3,64,500,100
342,rmsprop,relu,binary_crossentropy,8,5,3,256,15,20
343,rmsprop,relu,binary_crossentropy,8,5,3,256,15,50
344,rmsprop,relu,binary_crossentropy,8,5,3,256,15,100
345,rmsprop,relu,binary_crossentropy,8,5,3,256,30,20
346,rmsprop,relu,binary_crossentropy,8,5,3,256,30,50
347,rmsprop,relu,binary_crossentropy,8,5,3,256,30,100
348,rmsprop,relu,binary_crossentropy,8,5,3,256,50,20
349,rmsprop,relu,binary_crossentropy,8,5,3,256,50,50
350,rmsprop,relu,binary_crossentropy,8,5,3,256,50,100
351,rmsprop,relu,binary_crossentropy,8,5,3,256,100,20
352,rmsprop,relu,binary_crossentropy,8,5,3,256,100,50
353,rmsprop,relu,binary_crossentropy,8,5,3,256,100,100
354,rmsprop,relu,binary_crossentropy,8,5,3,256,200,20
355,rmsprop,relu,binary_crossentropy,8,5,3,256,200,50
356,rmsprop,relu,binary_crossentropy,8,5,3,256,200,100
357,rmsprop,relu,binary_crossentropy,8,5,3,256,500,20
358,rmsprop,relu,binary_crossentropy,8,5,3,256,500,50
359,rmsprop,relu,binary_crossentropy,8,5,3,256,500,100
360,rmsprop,relu,binary_crossentropy,16,3,2,8,15,20
361,rmsprop,relu,binary_crossentropy,16,3,2,8,15,50
362,rmsprop,relu,binary_crossentropy,16,3,2,8,15,100
363,rmsprop,relu,binary_crossentropy,16,3,2,8,30,20
364,rmsprop,relu,binary_crossentropy,16,3,2,8,30,50
365,rmsprop,relu,binary_crossentropy,16,3,2,8,30,100
366,rmsprop,relu,binary_crossentropy,16,3,2,8,50,20
367,rmsprop,relu,binary_crossentropy,16,3,2,8,50,50
368,rmsprop,relu,binary_crossentropy,16,3,2,8,50,100
369,rmsprop,relu,binary_crossentropy,16,3,2,8,100,20
370,rmsprop,relu,binary_crossentropy,16,3,2,8,100,50
371,rmsprop,relu,binary_crossentropy,16,3,2,8,100,100
372,rmsprop,relu,binary_crossentropy,16,3,2,8,200,20
373,rmsprop,relu,binary_crossentropy,16,3,2,8,200,50
374,rmsprop,relu,binary_crossentropy,16,3,2,8,200,100
375,rmsprop,relu,binary_crossentropy,16,3,2,8,500,20
376,rmsprop,relu,binary_crossentropy,16,3,2,8,500,50
377,rmsprop,relu,binary_crossentropy,16,3,2,8,500,100
378,rmsprop,relu,binary_crossentropy,16,3,2,16,15,20
379,rmsprop,relu,binary_crossentropy,16,3,2,16,15,50
380,rmsprop,relu,binary_crossentropy,16,3,2,16,15,100
381,rmsprop,relu,binary_crossentropy,16,3,2,16,30,20
382,rmsprop,relu,binary_crossentropy,16,3,2,16,30,50
383,rmsprop,relu,binary_crossentropy,16,3,2,16,30,100
384,rmsprop,relu,binary_crossentropy,16,3,2,16,50,20
385,rmsprop,relu,binary_crossentropy,16,3,2,16,50,50
386,rmsprop,relu,binary_crossentropy,16,3,2,16,50,100
387,rmsprop,relu,binary_crossentropy,16,3,2,16,100,20
388,rmsprop,relu,binary_crossentropy,16,3,2,16,100,50
389,rmsprop,relu,binary_crossentropy,16,3,2,16,100,100
390,rmsprop,relu,binary_crossentropy,16,3,2,16,200,20
391,rmsprop,relu,binary_crossentropy,16,3,2,16,200,50
392,rmsprop,relu,binary_crossentropy,16,3,2,16,200,100
393,rmsprop,relu,binary_crossentropy,16,3,2,16,500,20
394,rmsprop,relu,binary_crossentropy,16,3,2,16,500,50
395,rmsprop,relu,binary_crossentropy,16,3,2,16,500,100
396,rmsprop,relu,binary_crossentropy,16,3,2,32,15,20
397,rmsprop,relu,binary_crossentropy,16,3,2,32,15,50
398,rmsprop,relu,binary_crossentropy,16,3,2,32,15,100
399,rmsprop,relu,binary_crossentropy,16,3,2,32,30,20
400,rmsprop,relu,binary_crossentropy,16,3,2,32,30,50
401,rmsprop,relu,binary_crossentropy,16,3,2,32,30,100
402,rmsprop,relu,binary_crossentropy,16,3,2,32,50,20
403,rmsprop,relu,binary_crossentropy,16,3,2,32,50,50
404,rmsprop,relu,binary_crossentropy,16,3,2,32,50,100
405,rmsprop,relu,binary_crossentropy,16,3,2,32,100,20
406,rmsprop,relu,binary_crossentropy,16,3,2,32,100,50
407,rmsprop,relu,binary_crossentropy,16,3,2,32,100,100
408,rmsprop,relu,binary_crossentropy,16,3,2,32,200,20
409,rmsprop,relu,binary_crossentropy,16,3,2,32,200,50
410,rmsprop,relu,binary_crossentropy,16,3,2,32,200,100
411,rmsprop,relu,binary_crossentropy,16,3,2,32,500,20
412,rmsprop,relu,binary_crossentropy,16,3,2,32,500,50
413,rmsprop,relu,binary_crossentropy,16,3,2,32,500,100
414,rmsprop,relu,binary_crossentropy,16,3,2,64,15,20
415,rmsprop,relu,binary_crossentropy,16,3,2,64,15,50
416,rmsprop,relu,binary_crossentropy,16,3,2,64,15,100
417,rmsprop,relu,binary_crossentropy,16,3,2,64,30,20
418,rmsprop,relu,binary_crossentropy,16,3,2,64,30,50
419,rmsprop,relu,binary_crossentropy,16,3,2,64,30,100
420,rmsprop,relu,binary_crossentropy,16,3,2,64,50,20
421,rmsprop,relu,binary_crossentropy,16,3,2,64,50,50
422,rmsprop,relu,binary_crossentropy,16,3,2,64,50,100
423,rmsprop,relu,binary_crossentropy,16,3,2,64,100,20
424,rmsprop,relu,binary_crossentropy,16,3,2,64,100,50
425,rmsprop,relu,binary_crossentropy,16,3,2,64,100,100
426,rmsprop,relu,binary_crossentropy,16,3,2,64,200,20
427,rmsprop,relu,binary_crossentropy,16,3,2,64,200,50
428,rmsprop,relu,binary_crossentropy,16,3,2,64,200,100
429,rmsprop,relu,binary_crossentropy,16,3,2,64,500,20
430,rmsprop,relu,binary_crossentropy,16,3,2,64,500,50
431,rmsprop,relu,binary_crossentropy,16,3,2,64,500,100
432,rmsprop,relu,binary_crossentropy,16,3,2,256,15,20
433,rmsprop,relu,binary_crossentropy,16,3,2,256,15,50
