<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.09.02	16:00:00	101385	101490	101275	101410	25213	103518	5
2019.09.02	16:10:00	101415	101455	101300	101435	12671	50378	5
2019.09.02	16:20:00	101430	101455	101365	101435	10630	39931	5
2019.09.02	16:30:00	101435	101435	101220	101285	19424	78121	5
2019.09.02	16:40:00	101285	101400	101280	101325	14336	57727	5
2019.09.02	16:50:00	101320	101360	101240	101325	11430	46474	5
2019.09.02	17:00:00	101320	101355	101125	101135	15788	65328	5
2019.09.02	17:10:00	101130	101195	101070	101145	14867	62159	5
2019.09.02	17:20:00	101150	101190	101135	101160	4002	15623	5
2019.09.02	17:30:00	101160	101285	101145	101235	7625	26967	5
2019.09.02	17:40:00	101240	101275	101170	101190	6134	23247	5
2019.09.02	17:50:00	101190	101375	101150	101375	3735	16877	5
2019.09.03	09:00:00	100845	101085	100735	100825	38062	128899	5
2019.09.03	09:10:00	100820	100825	100610	100700	44684	162196	5
2019.09.03	09:20:00	100700	100825	100670	100805	30397	113335	5
2019.09.03	09:30:00	100805	100930	100800	100905	40290	136772	5
2019.09.03	09:40:00	100905	100970	100845	100945	28765	97785	5
2019.09.03	09:50:00	100940	101030	100870	100980	33922	115305	5
2019.09.03	10:00:00	100980	101020	100745	100895	68713	238175	5
2019.09.03	10:10:00	100900	101420	100885	101275	93979	327484	5
2019.09.03	10:20:00	101275	101310	101100	101175	42881	144184	5
2019.09.03	10:30:00	101180	101740	101130	101735	90128	354187	5
2019.09.03	10:40:00	101735	102080	101670	101985	79383	303319	5
2019.09.03	10:50:00	101990	102110	101910	101940	41553	175507	5
2019.09.03	11:00:00	101940	101955	100905	101040	122707	507956	5
2019.09.03	11:10:00	101040	101135	100755	101015	78865	324992	5
2019.09.03	11:20:00	101015	101230	100375	100700	91804	361107	5
2019.09.03	11:30:00	100700	100785	100480	100775	51147	208728	5
2019.09.03	11:40:00	100780	100920	100710	100835	44828	202776	5
2019.09.03	11:50:00	100835	100970	100815	100930	30988	142495	5
2019.09.03	12:00:00	100925	100935	100640	100695	39577	164871	5
2019.09.03	12:10:00	100695	100700	100480	100570	43325	180935	5
2019.09.03	12:20:00	100565	100695	100405	100575	39650	177021	5
2019.09.03	12:30:00	100580	100745	100565	100625	32334	145141	5
2019.09.03	12:40:00	100620	100685	100500	100640	29417	130032	5
2019.09.03	12:50:00	100640	100685	100240	100380	37162	168709	5
2019.09.03	13:00:00	100375	100470	100325	100360	20767	94465	5
2019.09.03	13:10:00	100365	100585	100335	100570	27754	123375	5
2019.09.03	13:20:00	100570	100615	100430	100435	26218	116348	5
2019.09.03	13:30:00	100435	100485	100365	100455	22231	92979	5
2019.09.03	13:40:00	100450	100500	100250	100440	39453	174005	5
2019.09.03	13:50:00	100440	100540	100365	100495	25500	114172	5
2019.09.03	14:00:00	100500	100560	100415	100465	24277	120777	5
2019.09.03	14:10:00	100465	100665	100440	100465	32530	143229	5
2019.09.03	14:20:00	100465	100625	100385	100595	28285	132089	5
2019.09.03	14:30:00	100600	100640	100385	100520	29803	117814	5
2019.09.03	14:40:00	100520	100550	100430	100510	20642	97611	5
2019.09.03	14:50:00	100510	100550	100330	100445	29254	121449	5
2019.09.03	15:00:00	100450	100590	100365	100570	31779	122655	5
2019.09.03	15:10:00	100565	100850	100530	100710	45207	190364	5
2019.09.03	15:20:00	100710	100845	100705	100820	26274	105638	5
2019.09.03	15:30:00	100820	100865	100650	100700	30078	118386	5
2019.09.03	15:40:00	100705	100730	100605	100610	24085	103049	5
2019.09.03	15:50:00	100610	100640	100110	100180	69381	282122	5
2019.09.03	16:00:00	100180	100180	99900	100030	54333	233471	5
2019.09.03	16:10:00	100030	100175	100000	100125	30389	142765	5
2019.09.03	16:20:00	100125	100215	100090	100185	22617	93094	5
2019.09.03	16:30:00	100190	100445	100185	100245	41879	199043	5
2019.09.03	16:40:00	100240	100350	100155	100295	38339	184503	5
2019.09.03	16:50:00	100295	100415	100255	100320	27398	120416	5
2019.09.03	17:00:00	100320	100325	100105	100205	27194	122652	5
2019.09.03	17:10:00	100205	100270	100050	100100	17120	81226	5
2019.09.03	17:20:00	100095	100160	100010	100110	12301	54163	5
2019.09.03	17:30:00	100110	100125	100020	100105	7934	35735	5
2019.09.03	17:40:00	100105	100380	100100	100330	14274	49361	5
2019.09.03	17:50:00	100330	100450	100330	100450	4467	20589	5
2019.09.04	09:00:00	101695	101865	101530	101635	41855	147263	5
2019.09.04	09:10:00	101635	101750	101590	101710	24679	86423	5
2019.09.04	09:20:00	101710	101735	101565	101625	26330	90116	5
2019.09.04	09:30:00	101620	101635	101475	101565	36517	117924	5
2019.09.04	09:40:00	101565	101620	101520	101595	20724	70830	5
2019.09.04	09:50:00	101590	101635	101480	101540	25010	90501	5
2019.09.04	10:00:00	101545	101565	101410	101455	39028	132485	5
2019.09.04	10:10:00	101460	101480	101275	101390	53446	184688	5
2019.09.04	10:20:00	101385	101645	101315	101565	51869	177320	5
2019.09.04	10:30:00	101565	101675	101200	101335	86150	294204	5
2019.09.04	10:40:00	101335	101545	101205	101325	64988	238614	5
2019.09.04	10:50:00	101320	101455	101235	101390	47697	197402	5
2019.09.04	11:00:00	101390	101665	101360	101570	65748	262188	5
2019.09.04	11:10:00	101565	101630	101185	101390	68584	267764	5
2019.09.04	11:20:00	101395	101580	101340	101520	44752	164562	5
2019.09.04	11:30:00	101525	101620	101340	101400	46961	171053	5
2019.09.04	11:40:00	101395	101530	101340	101505	33660	144324	5
2019.09.04	11:50:00	101510	101540	101355	101490	36845	170392	5
2019.09.04	12:00:00	101490	101580	101195	101265	51398	219929	5
2019.09.04	12:10:00	101265	101350	101140	101280	44094	173221	5
2019.09.04	12:20:00	101275	101390	101180	101385	42570	169758	5
2019.09.04	12:30:00	101380	101485	101280	101370	38226	147403	5
2019.09.04	12:40:00	101375	101445	101300	101330	16351	62059	5
2019.09.04	12:50:00	101335	101410	101240	101305	17592	64377	5
2019.09.04	13:00:00	101300	101420	101290	101390	19147	71831	5
2019.09.04	13:10:00	101390	101475	101330	101360	23423	85755	5
2019.09.04	13:20:00	101360	101435	101330	101345	15843	63696	5
2019.09.04	13:30:00	101350	101430	101295	101345	17279	65464	5
2019.09.04	13:40:00	101345	101470	101320	101465	18886	74586	5
2019.09.04	13:50:00	101465	101595	101455	101505	33843	132812	5
2019.09.04	14:00:00	101505	101565	101445	101505	24946	95823	5
2019.09.04	14:10:00	101505	101510	101375	101455	22911	85058	5
2019.09.04	14:20:00	101455	101475	101265	101275	27536	108329	5
2019.09.04	14:30:00	101275	101360	101225	101300	28094	102141	5
2019.09.04	14:40:00	101300	101350	101280	101335	13424	50663	5
2019.09.04	14:50:00	101335	101335	101020	101025	41885	158991	5
2019.09.04	15:00:00	101025	101245	100935	101210	49708	196368	5
2019.09.04	15:10:00	101210	101220	101075	101150	26026	101738	5
2019.09.04	15:20:00	101155	101240	101100	101190	18044	71515	5
2019.09.04	15:30:00	101195	101350	101100	101290	30546	115978	5
2019.09.04	15:40:00	101295	101480	101255	101415	29539	118571	5
2019.09.04	15:50:00	101415	101525	101335	101495	31450	123719	5
2019.09.04	16:00:00	101500	101715	101465	101625	40653	159470	5
2019.09.04	16:10:00	101630	101685	101560	101565	23121	92993	5
2019.09.04	16:20:00	101570	101620	101470	101555	29180	118250	5
2019.09.04	16:30:00	101555	101650	101545	101590	18778	78013	5
2019.09.04	16:40:00	101585	101635	101475	101610	22277	86251	5
2019.09.04	16:50:00	101605	101690	101575	101675	24471	102397	5
2019.09.04	17:00:00	101675	101795	101640	101705	25439	102792	5
2019.09.04	17:10:00	101705	101755	101605	101660	14952	62532	5
2019.09.04	17:20:00	101660	101765	101655	101685	9994	41973	5
2019.09.04	17:30:00	101690	101710	101660	101675	6593	29025	5
2019.09.04	17:40:00	101675	101700	101640	101680	6794	27205	5
2019.09.04	17:50:00	101680	101750	101595	101595	4000	19123	5
2019.09.05	09:00:00	102395	102685	102200	102625	36065	122039	5
2019.09.05	09:10:00	102625	102820	102585	102775	33947	117263	5
2019.09.05	09:20:00	102770	102865	102645	102720	44724	147812	5
2019.09.05	09:30:00	102725	102745	102665	102715	17973	62419	5
2019.09.05	09:40:00	102720	102730	102575	102605	28113	98854	5
2019.09.05	09:50:00	102605	102705	102595	102650	21061	75739	5
2019.09.05	10:00:00	102650	102730	102550	102630	47556	177451	5
2019.09.05	10:10:00	102625	102825	102620	102690	52617	194998	5
2019.09.05	10:20:00	102690	102985	102550	102945	72501	254916	5
2019.09.05	10:30:00	102945	103295	102900	103195	80613	313950	5
2019.09.05	10:40:00	103200	103340	103080	103180	63544	247040	5
2019.09.05	10:50:00	103180	103285	103100	103155	37188	151574	5
2019.09.05	11:00:00	103155	103595	103145	103535	78660	305317	5
2019.09.05	11:10:00	103530	103795	103515	103790	48425	194344	5
2019.09.05	11:20:00	103790	103865	103645	103710	50090	210736	5
2019.09.05	11:30:00	103710	103870	103675	103715	41125	183769	5
2019.09.05	11:40:00	103715	103760	103530	103560	40204	158010	5
2019.09.05	11:50:00	103560	103610	103480	103530	30320	127856	5
2019.09.05	12:00:00	103525	103655	103505	103625	34380	148822	5
2019.09.05	12:10:00	103625	103640	103450	103480	29715	124055	5
2019.09.05	12:20:00	103485	103510	103395	103470	28989	126711	5
2019.09.05	12:30:00	103470	103565	103440	103510	25760	116579	5
2019.09.05	12:40:00	103515	103555	103450	103485	18835	95163	5
2019.09.05	12:50:00	103485	103525	103420	103500	16006	69797	5
2019.09.05	13:00:00	103495	103505	103420	103465	20314	99620	5
2019.09.05	13:10:00	103470	103550	103455	103485	19578	89402	5
2019.09.05	13:20:00	103485	103495	103315	103370	29762	124448	5
2019.09.05	13:30:00	103370	103385	103315	103355	17848	85402	5
2019.09.05	13:40:00	103350	103445	103345	103420	18431	77461	5
2019.09.05	13:50:00	103425	103520	103380	103510	20476	90322	5
2019.09.05	14:00:00	103510	103615	103330	103375	45534	184497	5
2019.09.05	14:10:00	103375	103380	103245	103270	28333	120343	5
2019.09.05	14:20:00	103265	103350	103225	103325	26008	118702	5
2019.09.05	14:30:00	103325	103360	103225	103300	23110	103106	5
2019.09.05	14:40:00	103295	103390	103260	103325	22567	94676	5
2019.09.05	14:50:00	103325	103350	103185	103255	29532	115243	5
2019.09.05	15:00:00	103255	103275	102925	102935	44564	183884	5
2019.09.05	15:10:00	102935	103025	102815	103000	35890	151939	5
2019.09.05	15:20:00	103005	103105	102855	103100	37889	159579	5
2019.09.05	15:30:00	103105	103115	102920	102975	27056	111274	5
2019.09.05	15:40:00	102975	103095	102940	103060	22610	97611	5
2019.09.05	15:50:00	103060	103090	102940	102975	22044	96204	5
2019.09.05	16:00:00	102970	103095	102965	103015	20942	91035	5
2019.09.05	16:10:00	103015	103070	102900	103030	23145	97829	5
2019.09.05	16:20:00	103030	103035	102915	102965	20787	87681	5
2019.09.05	16:30:00	102965	103045	102945	102975	15238	65683	5
2019.09.05	16:40:00	102970	103035	102840	102850	21970	92030	5
2019.09.05	16:50:00	102845	102915	102745	102800	38652	165506	5
2019.09.05	17:00:00	102800	102825	102685	102735	20355	93416	5
2019.09.05	17:10:00	102735	102835	102725	102745	11904	51716	5
2019.09.05	17:20:00	102745	102790	102680	102715	7126	31769	5
2019.09.05	17:30:00	102715	102750	102610	102665	13174	62339	5
2019.09.05	17:40:00	102670	102675	102600	102635	9390	42603	5
2019.09.05	17:50:00	102635	102650	102545	102570	5514	28566	5
2019.09.06	09:00:00	103050	103240	103020	103140	31966	104431	5
2019.09.06	09:10:00	103140	103335	103125	103260	30213	97705	5
2019.09.06	09:20:00	103255	103290	103070	103195	25086	75467	5
2019.09.06	09:30:00	103195	103390	103100	103240	45548	164942	5
2019.09.06	09:40:00	103240	103420	103230	103290	37610	125982	5
2019.09.06	09:50:00	103290	103340	103215	103275	25955	86400	5
2019.09.06	10:00:00	103280	103315	103065	103265	47374	165054	5
2019.09.06	10:10:00	103265	103325	103075	103135	48724	167039	5
2019.09.06	10:20:00	103135	103365	103080	103245	41909	145461	5
2019.09.06	10:30:00	103245	103530	103160	103335	86983	312072	5
2019.09.06	10:40:00	103335	103540	103105	103485	75363	269761	5
2019.09.06	10:50:00	103485	103535	103290	103370	46633	166807	5
2019.09.06	11:00:00	103370	103520	103220	103300	52977	188138	5
2019.09.06	11:10:00	103300	103410	103210	103225	39021	149004	5
2019.09.06	11:20:00	103220	103395	103180	103235	39892	157856	5
2019.09.06	11:30:00	103235	103260	102970	103015	56325	232283	5
2019.09.06	11:40:00	103010	103130	102940	103045	42481	166047	5
2019.09.06	11:50:00	103050	103120	102985	103100	25766	101806	5
2019.09.06	12:00:00	103100	103400	103095	103360	41152	157991	5
2019.09.06	12:10:00	103355	103475	103320	103425	41454	168871	5
2019.09.06	12:20:00	103430	103490	103385	103420	23106	93895	5
2019.09.06	12:30:00	103420	103670	103360	103625	39072	153554	5
2019.09.06	12:40:00	103625	103740	103590	103695	32353	132727	5
2019.09.06	12:50:00	103695	103760	103565	103615	28591	119835	5
2019.09.06	13:00:00	103620	103690	103580	103610	14954	62482	5
2019.09.06	13:10:00	103610	103715	103570	103700	16053	65578	5
2019.09.06	13:20:00	103700	103755	103575	103650	22397	91846	5
2019.09.06	13:30:00	103645	103660	103520	103590	20102	76809	5
2019.09.06	13:40:00	103595	103620	103325	103415	36703	144382	5
2019.09.06	13:50:00	103410	103520	103255	103450	37339	145774	5
2019.09.06	14:00:00	103445	103705	103425	103500	39528	151318	5
2019.09.06	14:10:00	103500	103590	103465	103545	18768	75452	5
2019.09.06	14:20:00	103545	103650	103530	103570	19636	74395	5
2019.09.06	14:30:00	103565	103675	103500	103520	23175	95107	5
2019.09.06	14:40:00	103515	103630	103465	103605	26736	101174	5
2019.09.06	14:50:00	103605	103730	103540	103660	24824	100068	5
2019.09.06	15:00:00	103665	103680	103570	103570	19721	81544	5
2019.09.06	15:10:00	103570	103625	103540	103580	14721	59142	5
2019.09.06	15:20:00	103580	103585	103370	103410	31762	126957	5
2019.09.06	15:30:00	103405	103465	103280	103315	28403	111773	5
2019.09.06	15:40:00	103310	103360	103210	103350	30288	123447	5
2019.09.06	15:50:00	103350	103400	103230	103305	25685	102265	5
2019.09.06	16:00:00	103305	103370	103260	103315	16042	66626	5
2019.09.06	16:10:00	103315	103495	103280	103425	26167	104307	5
2019.09.06	16:20:00	103420	103585	103420	103555	22088	88948	5
2019.09.06	16:30:00	103555	103595	103490	103505	21496	90173	5
2019.09.06	16:40:00	103510	103525	103390	103485	21087	85021	5
2019.09.06	16:50:00	103480	103510	103315	103425	26477	106210	5
2019.09.06	17:00:00	103425	103495	103405	103460	13356	56973	5
2019.09.06	17:10:00	103460	103520	103420	103445	10044	43420	5
2019.09.06	17:20:00	103445	103545	103430	103510	8033	34279	5
2019.09.06	17:30:00	103510	103585	103505	103550	9746	39981	5
2019.09.06	17:40:00	103545	103655	103500	103635	9444	37870	5
2019.09.06	17:50:00	103635	103640	103450	103550	5154	28462	5
2019.09.09	09:00:00	104000	104085	103900	104020	28108	99987	5
2019.09.09	09:10:00	104020	104025	103940	103975	17235	57847	5
2019.09.09	09:20:00	103975	104005	103920	103935	13269	45004	5
2019.09.09	09:30:00	103940	103995	103905	103965	19034	68365	5
2019.09.09	09:40:00	103970	104025	103925	103940	19541	70615	5
2019.09.09	09:50:00	103935	103955	103850	103885	26175	106100	5
2019.09.09	10:00:00	103885	103890	103790	103880	40235	159239	5
2019.09.09	10:10:00	103880	103945	103820	103870	46932	187330	5
2019.09.09	10:20:00	103870	103870	103680	103700	50131	189155	5
2019.09.09	10:30:00	103700	103820	103665	103790	53619	215448	5
2019.09.09	10:40:00	103790	103995	103740	103870	61048	245819	5
2019.09.09	10:50:00	103870	104260	103870	104050	76345	282652	5
2019.09.09	11:00:00	104055	104375	104020	104340	61493	227889	5
2019.09.09	11:10:00	104340	104765	104320	104650	74056	289348	5
2019.09.09	11:20:00	104655	104690	104545	104655	37657	157844	5
2019.09.09	11:30:00	104655	104725	104560	104570	36746	157365	5
2019.09.09	11:40:00	104565	104650	104460	104510	41847	181392	5
2019.09.09	11:50:00	104510	104520	104370	104445	34945	156817	5
2019.09.09	12:00:00	104445	104570	104385	104535	32586	142503	5
2019.09.09	12:10:00	104530	104795	104515	104735	43181	185489	5
2019.09.09	12:20:00	104740	104840	104680	104735	32648	134469	5
2019.09.09	12:30:00	104740	104795	104635	104640	22066	82924	5
2019.09.09	12:40:00	104640	104655	104490	104530	27698	105496	5
2019.09.09	12:50:00	104530	104565	104475	104535	15829	66819	5
2019.09.09	13:00:00	104540	104580	104455	104490	20630	82605	5
2019.09.09	13:10:00	104495	104515	104290	104290	30844	119353	5
2019.09.09	13:20:00	104290	104330	104110	104125	35258	141025	5
2019.09.09	13:30:00	104125	104155	103535	103675	74483	323463	5
2019.09.09	13:40:00	103675	103905	103665	103775	39795	168699	5
2019.09.09	13:50:00	103775	103920	103755	103895	25059	113549	5
2019.09.09	14:00:00	103895	103985	103830	103970	27635	114925	5
2019.09.09	14:10:00	103970	104000	103810	103895	28660	117788	5
2019.09.09	14:20:00	103895	103930	103775	103820	21745	90391	5
2019.09.09	14:30:00	103815	103860	103660	103785	34260	141626	5
2019.09.09	14:40:00	103785	103965	103755	103950	27367	115654	5
2019.09.09	14:50:00	103955	104040	103900	103935	31504	130334	5
2019.09.09	15:00:00	103935	103945	103745	103775	26772	108807	5
2019.09.09	15:10:00	103780	103895	103705	103770	35758	145653	5
2019.09.09	15:20:00	103770	103835	103670	103805	26289	109408	5
2019.09.09	15:30:00	103805	103845	103625	103655	30246	119036	5
2019.09.09	15:40:00	103660	103740	103435	103490	48552	194640	5
2019.09.09	15:50:00	103495	103515	103320	103470	35375	145223	5
2019.09.09	16:00:00	103475	103590	103440	103530	23108	94908	5
2019.09.09	16:10:00	103535	103705	103525	103665	25816	107883	5
2019.09.09	16:20:00	103670	103695	103550	103570	20767	80687	5
2019.09.09	16:30:00	103565	103585	103430	103485	23431	99819	5
2019.09.09	16:40:00	103485	103675	103440	103615	29031	117189	5
2019.09.09	16:50:00	103615	103785	103570	103755	27541	112968	5
2019.09.09	17:00:00	103755	103770	103610	103675	17994	69652	5
2019.09.09	17:10:00	103675	103695	103585	103635	10499	43126	5
2019.09.09	17:20:00	103635	103655	103575	103620	7265	28258	5
2019.09.09	17:30:00	103620	103650	103575	103630	7471	30204	5
2019.09.09	17:40:00	103630	103690	103600	103680	6086	23767	5
2019.09.09	17:50:00	103680	103830	103660	103830	5085	22991	5
2019.09.10	09:00:00	103500	103600	103190	103560	36269	121185	5
2019.09.10	09:10:00	103560	103615	103520	103550	25404	102586	5
2019.09.10	09:20:00	103555	103705	103550	103660	36178	126477	5
2019.09.10	09:30:00	103660	103775	103635	103740	31362	110915	5
2019.09.10	09:40:00	103745	103805	103680	103695	32229	123938	5
2019.09.10	09:50:00	103700	103850	103620	103805	50573	182163	5
2019.09.10	10:00:00	103805	103915	103720	103865	54830	196665	5
2019.09.10	10:10:00	103870	103970	103000	103060	136064	490999	5
2019.09.10	10:20:00	103060	103430	102965	103395	77035	287370	5
2019.09.10	10:30:00	103390	103690	103155	103230	108563	399795	5
2019.09.10	10:40:00	103230	103485	103050	103390	77958	288463	5
2019.09.10	10:50:00	103395	103500	103215	103315	57039	214764	5
2019.09.10	11:00:00	103315	103315	102720	102830	78038	314651	5
2019.09.10	11:10:00	102830	103095	102765	103060	49276	190862	5
2019.09.10	11:20:00	103060	103245	102980	103220	51967	216648	5
2019.09.10	11:30:00	103215	103345	103090	103115	60412	233083	5
2019.09.10	11:40:00	103120	103280	103070	103210	44814	178504	5
2019.09.10	11:50:00	103210	103315	103090	103255	41001	168936	5
2019.09.10	12:00:00	103260	103475	103250	103375	46746	194357	5
2019.09.10	12:10:00	103370	103435	103215	103255	39117	162494	5
2019.09.10	12:20:00	103260	103280	103155	103165	31893	130399	5
2019.09.10	12:30:00	103165	103380	103135	103300	29655	114015	5
2019.09.10	12:40:00	103300	103700	103190	103655	48690	196151	5
2019.09.10	12:50:00	103655	104175	103650	103840	67932	285956	5
2019.09.10	13:00:00	103840	103900	103675	103770	36518	157575	5
2019.09.10	13:10:00	103770	103945	103760	103810	30387	118110	5
2019.09.10	13:20:00	103810	104010	103780	103915	29837	114552	5
2019.09.10	13:30:00	103910	103955	103820	103830	20094	75358	5
2019.09.10	13:40:00	103830	103915	103690	103895	29604	111629	5
2019.09.10	13:50:00	103900	103985	103805	103855	30389	117750	5
